time,latitude,longitude,altitude
2062.920253826,-0.0017194147383889913,0.0001638756139310559,2.401460647583008
2062.970253827,-0.0017194146013252976,0.0001638687945973485,2.4014639854431152
2063.020253828,-0.0017194135047446935,0.0001638341496406741,2.4014790058135986
2063.070253829,-0.0017194111745197915,0.00016374486434431892,2.401484727859497
2063.120253829,-0.0017194058287088865,0.0001635780648125558,2.401475191116333
2063.17025383,-0.0017193978785314812,0.00016331755941133064,2.4014532566070557
2063.220253831,-0.0017193865015485699,0.00016294662535245644,2.401426315307617
2063.270253831,-0.0017193721089938663,0.00016247287013383796,2.4014058113098145
2063.320253832,-0.001719354152555752,0.00016189757880579692,2.40139102935791
2063.370253833,-0.001719333454687444,0.00016122455511728576,2.4013824462890625
2063.420253834,-0.0017193097412189218,0.00016045604362286642,2.401376962661743
2063.470253834,-0.001719283149242301,0.00015959331223885635,2.401373863220215
2063.520253835,-0.0017192536787575818,0.0001586368749853843,2.401371955871582
2063.570253836,-0.0017192216038921515,0.00015758695460450602,2.4013705253601074
2063.620253837,-0.001719186513454929,0.0001564434825602043,2.401369333267212
2063.670253837,-0.0017191484074317032,0.00015520625324442775,2.4013683795928955
2063.720253838,-0.0017191075599640726,0.00015387502678111624,2.4013671875
2063.770253839,-0.001719063696896228,0.0001524494947581926,2.4013659954071045
2063.82025384,-0.001719016818285013,0.0001509292630935581,2.401364803314209
2063.87025384,-0.0017189671982009713,0.00014931561683753454,2.401364803314209
2063.920253841,-0.0017189152479062386,0.00014762030991706483,2.4013724327087402
2063.970253842,-0.0017188609673723931,0.00014585209780834118,2.4013848304748535
2064.020253843,-0.0017188040824720474,0.00014400703969037689,2.401393175125122
2064.070253843,-0.0017187448673610106,0.00014207947277475408,2.4013962745666504
2064.120253844,-0.001718682910805569,0.00014006516496241318,2.401394844055176
2064.170253845,-0.0017186183498694163,0.0001379610578335884,2.4013915061950684
2064.220253846,-0.0017185507733614713,0.0001357647354936748,2.401386022567749
2064.270253846,-0.001718480318331217,0.00013347448454224345,2.401594877243042
2064.320253847,-0.001718406984792864,0.00013108912273299833,2.401686429977417
2064.370253848,-0.001718330635668508,0.00012860800754077852,2.40169358253479
2064.420253849,-0.0017182512709723596,0.0001260308219865047,2.40166974067688
2064.470253849,-0.0017181693018812894,0.00012335748896715753,2.4016387462615967
2064.52025385,-0.0017180843172326377,0.00012058812842076707,2.4016098976135254
2064.570253851,-0.0017179961799058674,0.00011772294595538479,2.4015862941741943
2064.620253852,-0.0017179053011489032,0.00011476224998308791,2.4015681743621826
2064.670253852,-0.0017178114068059358,0.00011170639175096437,2.401554822921753
2064.720253853,-0.0017177456122396961,0.0001085593377810073,2.401548385620117
2064.770253854,-0.00171770846571917,0.0001053213707842875,2.401543140411377
2064.820253855,-0.0017176548705464256,0.0001019895265780628,2.401538133621216
2064.870253855,-0.0017175912691129724,9.856399363638037e-05,2.4015345573425293
2064.920253856,-0.001717522321882825,9.504517460834105e-05,2.401531934738159
2064.970253857,-0.0017174496737197842,9.143367775109711e-05,2.4015305042266846
2065.020253858,-0.001717374558225515,8.773001708477728e-05,2.4015300273895264
2065.070253858,-0.001717297386690575,8.393584604079552e-05,2.401531219482422
2065.120253859,-0.0017172184331855078,8.00635525042535e-05,2.4015417098999023
2065.17025386,-0.001717138520191952,7.614279543657723e-05,2.4015719890594482
2065.220253861,-0.0017170586071983962,7.220881091758907e-05,2.4016215801239014
2065.270253861,-0.0017169786942048404,6.829000284290079e-05,2.4016826152801514
2065.320253862,-0.0017168994665723858,6.440651651805633e-05,2.4017462730407715
2065.370253863,-0.0017168210613647261,6.057131381730109e-05,2.401805877685547
2065.420253864,-0.0017167440268792689,5.6788168505079945e-05,2.401854991912842
2065.470253864,-0.001716668363116014,5.306604594913763e-05,2.40190052986145
2065.520253865,-0.001716593932997057,4.942288545196578e-05,2.4019458293914795
2065.570253866,-0.0017165211477561115,4.585140506174114e-05,2.401977777481079
2065.620253867,-0.0017164804373521747,4.234681582426466e-05,2.4019980430603027
2065.670253867,-0.0017164728983942723,3.8892643394411505e-05,2.4020004272460938
2065.720253868,-0.0017164848236603802,3.5464090584472965e-05,2.401984691619873
2065.770253869,-0.0017165222443225048,3.204828975722726e-05,2.401961088180542
2065.820253869,-0.0017165423939076163,2.863542955346783e-05,2.401935577392578
2065.87025387,-0.0017165529484657327,2.5229555739957646e-05,2.4019181728363037
2065.920253871,-0.0017165588425598344,2.1848547650173323e-05,2.4019174575805664
2065.970253872,-0.0017165630917901353,1.8506281685839224e-05,2.4019269943237305
2066.020253872,-0.0017165669298151442,1.520693318962577e-05,2.4019389152526855
2066.070253873,-0.0017165695341816445,1.1956501204784995e-05,2.4019529819488525
2066.120253874,-0.0017165722756260493,8.761798639772712e-06,2.4019694328308105
2066.170253875,-0.0017165748799925495,5.626272642077014e-06,2.401984453201294
2066.220253875,-0.0017165774843590498,2.544802286165728e-06,2.401992082595825
2066.270253876,-0.00171658008872555,-4.9924412482069e-07,2.4019863605499268
2066.320253877,-0.0017165826930778394,-3.5322483393392464e-06,2.4019618034362793
2066.370253878,-0.001716585434536455,-6.582669737726517e-06,2.401921510696411
2066.420253878,-0.0017165880389029553,-9.671682803588841e-06,2.4018735885620117
2066.470253879,-0.0017165906432694555,-1.2813937110594167e-05,2.4018242359161377
2066.52025388,-0.0017165932476501666,-1.6019672903493943e-05,2.401777982711792
2066.570253881,-0.0017165958520166669,-1.929612929910069e-05,2.401736259460449
2066.620253881,-0.0017165985934468608,-2.2648472199707843e-05,2.401700496673584
2066.670253882,-0.001716601197813361,-2.6080372565734537e-05,2.40166974067688
2066.720253883,-0.0017166044875409625,-2.9593620900629078e-05,2.4016847610473633
2066.770253884,-0.0017166080514243731,-3.318333401316881e-05,2.4020767211914062
2066.820253884,-0.0017166114782156683,-3.6843973336467e-05,2.4027295112609863
2066.870253885,-0.001716615042084868,-4.056852035401635e-05,2.403494358062744
2066.920253886,-0.001716618468890374,-4.435961156072698e-05,2.4042930603027344
2066.970253887,-0.0017166220327595738,-4.82144583974007e-05,2.405471086502075
2067.020253887,-0.0017166255966287736,-5.213184434973292e-05,2.407442331314087
2067.070253888,-0.0017166290234342796,-5.6123210649088285e-05,2.40981125831604
2067.120253889,-0.0017166324502397856,-6.019909899160622e-05,2.4128456115722656
2067.17025389,-0.0017166358770452916,-6.43522060079581e-05,2.4165124893188477
2067.22025389,-0.0017166394409144914,-6.856098997125034e-05,2.421201229095459
2067.270253891,-0.0017166428677057866,-7.282423008367727e-05,2.426438331604004
2067.320253892,-0.0017166464315891972,-7.714188779372924e-05,2.4329428672790527
2067.370253893,-0.001716649995458397,-8.147231033697725e-05,2.440491199493408
2067.420253893,-0.001716653422263903,-8.578051007666115e-05,2.4490959644317627
2067.470253894,-0.0017166569861331027,-9.007256101730171e-05,2.4581942558288574
2067.520253895,-0.0017166604129386087,-9.435581364673935e-05,2.4684712886810303
2067.570253896,-0.0017166639768078085,-9.86057492048351e-05,2.4796271324157715
2067.620253896,-0.00171666726653541,-0.00010280166981440662,2.4916014671325684
2067.670253897,-0.0017166708304046097,-0.00010694827875963153,2.5039072036743164
2067.720253898,-0.0017166743942880203,-0.00011106744759698599,2.5172336101531982
2067.770253899,-0.0017166778210793154,-0.0001151632456524889,2.531322956085205
2067.820253899,-0.001716681384962726,-0.00011925038246882323,2.5462539196014404
2067.8702539,-0.0017166848117540212,-0.00012335748896715753,2.5616393089294434
2067.920253901,-0.0017166883756374318,-0.0001275127505845489,2.5783016681671143
2067.970253902,-0.0017166919395066316,-0.0001317116182428583,2.595994234085083
2068.020253902,-0.001716695229234233,-0.00013595006545107758,2.6148033142089844
2068.070253903,-0.001716666032891112,-0.00014023970049711326,2.63430118560791
2068.120253904,-0.001716597359802563,-0.0001445996363627508,2.6553032398223877
2068.170253905,-0.0017165341695886127,-0.0001490208262937251,2.6775925159454346
2068.220253905,-0.0017164755027607725,-0.00015349675936840592,2.7011215686798096
2068.270253906,-0.0017164502815205651,-0.00015803812720547027,2.725651741027832
2068.320253907,-0.001716465770641662,-0.00016265808872021286,2.7518606185913086
2068.370253907,-0.0017164757769023709,-0.00016733721395176878,2.77963924407959
2068.420253908,-0.0017164824934354783,-0.00017207831287684166,2.8085663318634033
2068.470253909,-0.0017164886616853892,-0.00017690054131222767,2.839139938354492
2068.52025391,-0.0017164955152964012,-0.00018179793662443392,2.871457815170288
2068.57025391,-0.0017165029171621882,-0.00018675125732664272,2.9054036140441895
2068.620253911,-0.0017165108673538043,-0.00019177539286858208,2.9406981468200684
2068.670253912,-0.0017165188175312096,-0.00019688300527942234,2.9780538082122803
2068.720253913,-0.0017165269047865195,-0.0002020452066279305,3.017282009124756
2068.770253913,-0.0017165355403108151,-0.00020726007790562617,3.057816982269287
2068.820253914,-0.0017165444500051308,-0.00021253843066921626,3.1004137992858887
2068.870253915,-0.0017165534967489293,-0.00021785512933440737,3.144864797592163
2068.920253916,-0.0017165622693511295,-0.0002232125212597872,3.190694570541382
2068.970253916,-0.0017165710419675406,-0.0002286367015338895,3.23867130279541
2069.020253917,-0.0017165798145697408,-0.000234109816524244,3.288670301437378
2069.070253918,-0.0017165885872003628,-0.00023962634908146938,3.34024715423584
2069.120253919,-0.001716597359802563,-0.00024521280551020224,3.3941030502319336
2069.170253919,-0.0017166061324047632,-0.00025085193186812256,3.4501452445983887
2069.22025392,-0.0017166153162264663,-0.00025653581224524834,3.5079076290130615
2069.270253921,-0.001716590506191551,-0.0002622864295690837,3.5680694580078125
2069.320253922,-0.0017165192287507125,-0.00026808282895238194,3.630496025085449
2069.370253922,-0.001716445758134455,-0.00027392595276537897,3.6947288513183594
2069.420253923,-0.0017163680382878965,-0.0002798421531066729,3.761627674102783
2069.470253924,-0.0017162851097083376,-0.00028580391276537386,3.830934762954712
2069.520253925,-0.0017161976577426685,-0.0002918151554284644,3.9021806716918945
2069.570253925,-0.0017161052711855973,-0.00029788837178507186,3.97611141204834
2069.620253926,-0.001716010554417835,-0.0003039915383811782,4.051701068878174
2069.670253927,-0.0017159135074393816,-0.0003101182470991791,4.128701686859131
2069.720253928,-0.0017158161862909083,-0.00031624899944219235,4.207324028015137
2069.770253928,-0.0017157195504893252,-0.00032233863017490957,4.285851955413818
2069.820253929,-0.0017156227776382593,-0.000328358080026055,4.364003658294678
2069.87025393,-0.0017155277867146879,-0.0003342932305760937,4.441518306732178
2069.920253931,-0.0017154669267398504,-0.0003401108761247115,4.517530918121338
2069.970253931,-0.001715451026370829,-0.00034578500725339627,4.5915608406066895
2070.020253932,-0.0017154375933188248,-0.0003513210040394951,4.66363525390625
2070.070253933,-0.001715427175838613,-0.00035671180727324045,4.733686923980713
2070.120253934,-0.0017154207334613147,-0.00036197386559875074,4.80194091796875
2070.170253934,-0.0017154177178895225,-0.00036712657470888227,4.868675231933594
2070.220253935,-0.0017154174437337133,-0.00037219419635370967,4.93422794342041
2070.270253936,-0.0017154188144417049,-0.0003771906090767078,4.998806476593018
2070.320253937,-0.0017154212817445114,-0.00038211022719247817,5.062368869781494
2070.370253937,-0.001715455960976442,-0.00038694660831540775,5.124839782714844
2070.420253938,-0.001715531898881295,-0.0003917080795715814,5.1863226890563965
2070.470253939,-0.0017156035875416364,-0.0003964191425871339,5.247129440307617
2070.52025394,-0.0017156725347859947,-0.00040110481300832863,5.307586669921875
2070.57025394,-0.0017157407966692517,-0.00040578575444433934,5.367969036102295
2070.620253941,-0.00171580946974359,-0.0004104771818909755,5.428481101989746
2070.670253942,-0.001715878965256934,-0.0004151905751311114,5.489275932312012
2070.720253942,-0.0017159490090961071,-0.000419934672506935,5.550467491149902
2070.770253943,-0.0017160196011758444,-0.00042471598494007654,5.612144470214844
2070.820253944,-0.0017160911527867029,-0.00042953989250788297,5.674373626708984
2070.870253945,-0.0017161628414470442,-0.00043441030176333246,5.737206935882568
2070.920253945,-0.0017162357637658943,-0.0004393303653632144,5.800685405731201
2070.970253946,-0.0017163092343821518,-0.00044430159109990625,5.864828586578369
2071.020253947,-0.0017163831162179122,-0.00044931637147550325,5.929542064666748
2071.070253948,-0.0017164574092731755,-0.0004543662422918862,5.994718074798584
2071.120253948,-0.001716532524724812,-0.0004594531568255441,6.060370922088623
2071.170253949,-0.0017166080514243731,-0.00046458153564958387,6.126556873321533
2071.22025395,-0.001716684537598212,-0.00046975501117291484,6.193323612213135
2071.270253951,-0.0017167277153049554,-0.00047497231547921967,6.26065731048584
2071.320253951,-0.0017167273040996633,-0.0004802345108767643,6.328569412231445
2071.370253952,-0.0017167281265244583,-0.00048553878738884514,6.397029399871826
2071.420253953,-0.001716729086012947,-0.0004908770577654374,6.465932369232178
2071.470253954,-0.001716727441163357,-0.0004962498017586611,6.535280704498291
2071.520253954,-0.0017167237402162527,-0.0005016473900581053,6.604957103729248
2071.570253955,-0.0017167183944195585,-0.0005070354861191728,6.674530982971191
2071.620253956,-0.001716711677886451,-0.0005123908219640379,6.74369478225708
2071.670253957,-0.0017167045501196299,-0.0005176977713807879,6.812235355377197
2071.720253957,-0.0017166970111759383,-0.0005229561972973888,6.880140781402588
2071.770253958,-0.001716689472218036,-0.0005281777165687489,6.947553634643555
2071.820253959,-0.001716682207387521,-0.0005333668868400096,7.01453971862793
2071.87025396,-0.0017167079769393467,-0.0005385226458029047,7.081090927124023
2071.92025396,-0.0017167767870915895,-0.0005436566788483601,7.1473517417907715
2071.970253961,-0.0017168438153305488,-0.0005487785467507696,7.213449478149414
2072.020253962,-0.001716910158194196,-0.0005538909224148026,7.279423236846924
2072.070253963,-0.0017169774605463317,-0.000559005456963376,7.345417499542236
2072.120253963,-0.001717046818995982,-0.000564133081891227,7.411576747894287
2072.170253964,-0.0017170834172333116,-0.0005692689311411371,7.477851390838623
2072.220253965,-0.0017170780714224065,-0.0005744081729238967,7.544172286987305
2072.270253966,-0.0017170745075674176,-0.0005795461125223302,7.610485076904297
2072.320253966,-0.0017170714919672037,-0.0005846721953897951,7.676651954650879
2072.370253967,-0.0017170676539421947,-0.0005897720289626876,7.742491245269775
2072.420253968,-0.0017170624452091943,-0.0005948313577494387,7.80781364440918
2072.470253969,-0.0017170561399098005,-0.0005998351723622901,7.872426986694336
2072.520253969,-0.001717049149206673,-0.0006047743575109597,7.936203479766846
2072.57025397,-0.001717041747340886,-0.0006096537792526657,7.999200820922852
2072.620253971,-0.0017170343454466774,-0.0006144907771997497,8.061634063720703
2072.670253972,-0.001717027217708278,-0.0006193070772696514,8.123783111572266
2072.720253972,-0.0017170199528919738,-0.0006241100128162068,8.185752868652344
2072.770253973,-0.0017170451741463921,-0.0006288993096953475,8.247550964355469
2072.820253974,-0.001717112750668548,-0.0006336871673181277,8.309324264526367
2072.870253975,-0.001717176489151484,-0.0006384910623689235,8.371297836303711
2072.920253975,-0.0017172380345016336,-0.00064332100110624,8.43360710144043
2072.970253976,-0.001717300128120769,-0.000648184522491965,8.49634838104248
2073.020253977,-0.0017173631812710255,-0.0006530873150155225,8.559600830078125
2073.070253978,-0.0017174271938955599,-0.0006580352042383714,8.623384475708008
2073.120253978,-0.0017174925772707184,-0.0006630389503152057,8.687422752380371
2073.170253979,-0.0017175589201201547,-0.0006680965657015277,8.751849174499512
2073.22025398,-0.001717625948344903,-0.0006732079818613203,8.816791534423828
2073.27025398,-0.0017177255997182783,-0.0006783753919471327,8.88150691986084
2073.320253981,-0.0017178693882726748,-0.0006835813192745889,8.94603157043457
2073.370253982,-0.0017180118061048688,-0.0006888219258267282,9.010151863098145
2073.420253983,-0.0017181553205318778,-0.0006941185263048871,9.07351016998291
2073.470253983,-0.0017183025359059911,-0.000699469064628551,9.136664390563965
2073.520253984,-0.0017184516702712926,-0.0007048595594502191,9.198834419250488
2073.570253985,-0.0017186045055979093,-0.000710312079367417,9.259810447692871
2073.620253986,-0.0017187607677016103,-0.0007158238829394583,9.320464134216309
2073.670253986,-0.0017189177152090451,-0.0007213720791366116,9.379873275756836
2073.720253987,-0.0017190436843890211,-0.0007269653720330562,9.437918663024902
2073.770253988,-0.001719126612982791,-0.0007325971821711447,9.49538516998291
2073.820253989,-0.001719209130342847,-0.0007382653849343451,9.551370620727539
2073.870253989,-0.0017192908252638972,-0.0007439937623206121,9.60624885559082
2073.92025399,-0.001719369915846869,-0.0007497716227112685,9.66053295135498
2073.970253991,-0.0017194453054543146,-0.0007556005424347092,9.713224411010742
2074.020253992,-0.001719519598509578,-0.0007614855931562038,9.764997482299805
2074.070253992,-0.0017195916983894222,-0.0007673984695006654,9.815601348876953
2074.120253993,-0.0017196629758586823,-0.0007733406792604716,9.864299774169922
2074.170253994,-0.0017197005335845006,-0.0007792939233190405,9.911948204040527
2074.220253995,-0.0017196912126991037,-0.00078524401472082,9.9576416015625
2074.270253995,-0.0017196452935621664,-0.000791221726137515,10.001680374145508
2074.320253996,-0.001719548794838488,-0.0007972206837195295,10.044687271118164
2074.370253997,-0.0017194453054543146,-0.0008032534980940212,10.085714340209961
2074.420253998,-0.001719331535667834,-0.0008093268172546544,10.125615119934082
2074.470253998,-0.0017192439466384712,-0.0008154113077860846,10.163901329040527
2074.520253999,-0.0017191935041154238,-0.0008215312999744038,10.200267791748047
2074.570254,-0.0017191403201906041,-0.0008276898094043669,10.235652923583984
2074.620254001,-0.0017190882328179669,-0.000833884300243339,10.26902961730957
2074.670254001,-0.0017190382015144223,-0.00084012635507822,10.300992012023926
2074.720254002,-0.0017189924194553896,-0.0008463899302224894,10.33145523071289
2074.770254003,-0.0017189492417486463,-0.0008526952438012091,10.359785079956055
2074.820254004,-0.0017189085313731312,-0.0008590417475262421,10.386984825134277
2074.870254004,-0.0017188696029108996,-0.0008654164195543278,10.411999702453613
2074.920254005,-0.0017188308115407835,-0.000871830294184229,10.435412406921387
2074.970254006,-0.0017187933908644482,-0.0008782673339879304,10.457109451293945
2075.020254007,-0.0017187556960465145,-0.0008847517321794893,10.476593971252441
2075.070254007,-0.0017187181383206962,-0.0008912795136699103,10.494779586791992
2075.120254008,-0.0017186808547364762,-0.0008978429338892547,10.510568618774414
2075.170254009,-0.001718643022840638,-0.0009044469959667749,10.524773597717285
2075.22025401,-0.0017186053280227043,-0.0009110731951778379,10.536999702453613
2075.27025401,-0.0017185669478578802,-0.0009177404474631796,10.547712326049805
2075.320254011,-0.0017185285676930562,-0.0009244329210028362,10.557178497314453
2075.370254012,-0.001718489913372423,-0.0009311384163857531,10.565291404724121
2075.420254013,-0.0017184512590660006,-0.0009378710520314656,10.57298469543457
2075.470254013,-0.0017184128788869657,-0.0009446310335480247,10.580005645751953
2075.520254014,-0.0017183734021557484,-0.0009514215135922201,10.58692455291748
2075.570254015,-0.0017183339254103203,-0.0009582385856110737,10.593998908996582
2075.620254016,-0.001718294448679103,-0.0009650858134774775,10.60129165649414
2075.670254016,-0.001718254971919464,-0.000971959427710488,10.608795166015625
2075.720254017,-0.0017182494890306543,-0.000978849490587617,10.616473197937012
2075.770254018,-0.0017182932150063834,-0.000985759771589808,10.624284744262695
2075.820254018,-0.0017183443428763212,-0.0009926916414374045,10.632208824157715
2075.870254019,-0.0017184036950652626,-0.0009996387262808104,10.640218734741211
2075.92025402,-0.0017184383742971931,-0.0010065869762365082,10.648283004760742
2075.970254021,-0.0017184317948419903,-0.0010135239177493744,10.656373023986816
2076.020254021,-0.0017184241187919724,-0.0010204385850566637,10.664464950561523
2076.070254022,-0.0017184132901064686,-0.001027315900234601,10.67253303527832
2076.120254023,-0.0017183964302489585,-0.0010341397573191532,10.680557250976562
2076.170254024,-0.0017183740875026388,-0.0010408925425539107,10.688511848449707
2076.220254024,-0.0017183469472428214,-0.0010475607543434927,10.696372032165527
